9056502.272793958,2.539793463267407e-07,225819564945.9208
9362265.670288537,2.526651459483186e-07,234252410991.1352
9120396.104472112,2.487992668469566e-07,230558410596.894
8930728.622868018,2.483482224651057e-07,226036993474.1166
8949460.776629435,2.529074998939372e-07,223780580810.139
9012976.561455157,2.477390276758842e-07,228492503372.5895
8903116.032658013,2.67405098942882e-07,214500797237.0706
9294358.137096034,2.64847691228666e-07,225366110143.3503
8999645.037522888,2.601291996965287e-07,220850969730.0016
9214705.948470226,2.782100997165141e-07,216221837131.6987
9533968.127653075,2.774150735927517e-07,224140494443.6289
9465296.400116516,2.705087983419706e-07,226297603476.3713
9061235.94413501,2.932311205596726e-07,205296115710.3275
9234595.161542745,2.898243969010029e-07,210860177196.6302
9075299.405074114,2.853056246047131e-07,209405173073.4898
9028856.043622216,2.986249059752706e-07,202091808945.3582
8994811.822786301,2.968077133668406e-07,202150720386.7704
8947866.048370065,2.943815247410192e-07,202199048261.0337
9707186.705096239,3.008893265472418e-07,216183326194.7375
10121757.32465865,2.981817587028926e-07,226778497020.3188
9359535.28705018,2.980315790240582e-07,209771313128.3798
9750412.142294681,2.899950645586807e-07,222550838850.2901
9645941.603317706,2.834418558532461e-07,223546893836.9818
9486255.262223868,2.887779226965409e-07,217129491230.2921
9470847.131349122,2.68241350837334e-07,227704532322.9886
9490839.032517141,2.673178541412409e-07,228710426382.5429
9433683.009833267,2.626667225329749e-07,230008865355.4213
9232010.00532208,2.580268520044186e-07,227782137415.1356
9405873.068754097,2.659296322532375e-07,227451056454.3221
9368836.77304245,2.603511732585951e-07,229780222956.7974
9648433.419345334,2.77845532978982e-07,226597192653.8955
9694217.388537597,2.773067094725992e-07,227967272241.2892
9554239.766393742,2.732877530523093e-07,226872934878.3192
9185032.132993344,2.823092191547514e-07,213434181417.7875
9345283.870330194,2.868588479435024e-07,214855758502.221
9503784.223538414,2.814767126400041e-07,221276310013.3144
8918490.010551918,2.715694745924646e-07,212668921588.2319
9061552.856241096,2.768067482625098e-07,213346167482.0275
9310066.139243022,2.690275059095461e-07,223402644289.9753
8941216.148923643,2.911257045341947e-07,203552399127.8721
8988144.498278955,2.935693102214935e-07,203483692920.6468
9002151.145740375,2.856201178138533e-07,207564831453.771
9802067.405434323,2.833011025615597e-07,227240380704.2903
9824096.928636793,2.814633792499845e-07,228741364301.9086
9540754.560008373,2.790964908267e-07,223398270331.0406
9840635.864142509,2.891592800812768e-07,225042773670.461
9844732.34522236,2.855836601290183e-07,227011753324.0867
9735681.789606484,2.826825817388053e-07,226030478545.2408
9903523.200984871,2.914180190244201e-07,225309129114.976
9987090.070905618,2.916396865656977e-07,227095163374.3362
9907632.749297211,2.877917657897548e-07,227292091053.9083
9426541.384593748,2.669371377185627e-07,227376919800.9776
9252486.513516525,2.590814775550026e-07,227667418915.9136
9451483.298525207,2.64555822657784e-07,229344548587.2762
9436119.974171624,2.588827401156845e-07,232304731916.1823
9425012.307027029,2.603190066758076e-07,231177026685.1856
9482142.096676702,2.649983949410869e-07,229832247288.2068
9806959.003728796,2.626145055480018e-07,239141648851.6188
10220328.48584018,2.571496787853097e-07,252740125609.5894
9657598.383823749,2.577264432109537e-07,238467841621.394
9424754.962143024,2.725826317831607e-07,224184000150.0328
9620789.86399536,2.680227861805166e-07,231435290882.7438
9518970.705643786,2.692676929388871e-07,228279628643.6524
9381667.379660495,2.752719076350329e-07,221703272124.4211
9365308.267078867,2.743863757971236e-07,221792598035.8821
9459227.147449587,2.710950484140218e-07,225826340898.0226
9703210.827729231,2.296291783523089e-07,258760165223.3747
9895448.526293384,2.292254061075684e-07,264196453519.5422
10003959.59505948,2.296958224381449e-07,266728771439.0279
9065776.802013813,2.304499993309637e-07,241186992338.4283
9417570.933250455,2.299913559824235e-07,250879143017.7722
9404685.231992053,2.302824228820328e-07,250324719289.7806
10134673.0354012,2.304468666837746e-07,269626476922.9408
10466129.54634248,2.33269536630509e-07,276193903598.9016
10444184.02038904,2.321529981939535e-07,276497781253.9548
9058947.99686471,2.292397652186703e-07,241852805689.7965
9656117.639050458,2.291047128640276e-07,257897143991.1712
9466230.367171727,2.295144947431562e-07,252524579742.3674
9456483.910287259,2.31851572035599e-07,250566491175.9404
9712274.912725314,2.345140274253204e-07,255392663171.3136
9787144.950265499,2.306332025709803e-07,260240449624.9835
9975631.011991026,2.452467438517862e-07,254607705665.0236
9731340.425971163,2.403242092948236e-07,251752804612.3939
9366326.448372969,2.458050923499134e-07,238694295336.6205
9498614.351698529,2.533339465545387e-07,237245506906.7052
9916455.290810606,2.485145752317718e-07,250873746123.7956
9308989.135540748,2.490510081118138e-07,235167329486.1833
10739585.21937356,2.51479729504482e-07,269557975199.3365
11006568.59396865,2.466498589665811e-07,279853899981.3486
11040256.78741708,2.453590502808831e-07,281694123335.5392
10699314.50939045,2.3489438231674e-07,281043923847.697
11068021.21095088,2.368651499431007e-07,289114054617.712
10677125.72986872,2.337086818637721e-07,281408876871.0662
10007237.08775727,2.311393474765375e-07,265704106846.0147
9931528.289133847,2.351134812062311e-07,260714025939.25
10336619.91583828,2.340200885815074e-07,272192687946.8298
9008807.950657789,2.345241560548332e-07,236887570683.0706
9131259.495009089,2.322270166291199e-07,241688242105.9389
8860830.101604719,2.323774247904476e-07,234429243668.9356
9027464.170986421,2.40824145913801e-07,233219980274.2123
9153220.051493036,2.388520836233732e-07,237768625483.5664
9194003.326749165,2.347704174068371e-07,241588213235.8442
9082521.502546944,2.516292491673592e-07,227876227053.0235
9042321.993740011,2.481856959479421e-07,228961328507.3683
8983263.673089899,2.460368259323003e-07,228788436279.436
9747138.779698592,2.545346300743995e-07,242686656202.4747
10312434.69120033,2.53912205996392e-07,257180967276.9415
10170352.23016063,2.497241389969415e-07,256465515464.388
8950038.484251535,2.347186289661874e-07,235212210253.8781
8767208.080448417,2.325173150990338e-07,231859261304.9941
8718827.56455718,2.326770128936889e-07,230474263284.648
9094964.312181706,2.42942702092519e-07,233595834554.4216
9108823.822651226,2.381106052803365e-07,237106327005.0589
9181105.804118492,2.392205654401125e-07,238248029424.1535
8505428.133543661,2.320263581389341e-07,225253369959.3166
8509669.176353369,2.31656462491013e-07,225605524352.2059
8466115.681082213,2.320564131228162e-07,224192879475.9574
8899862.458221024,2.331026037799365e-07,234973315663.9673
8680617.912710676,2.323282036007904e-07,229693841463.1458
8625726.271117268,2.323670084480782e-07,228215967669.4027
8843764.310189102,2.3319048090625e-07,233433553494.4693
9001873.756636091,2.334212473991289e-07,237450266303.7802
8967889.980760355,2.331107109207049e-07,236763882174.5535
9116149.086640924,2.351587734641748e-07,239278656475.8563
9183514.467219848,2.36964915145041e-07,239820450723.5911
9099632.591320578,2.345879704999917e-07,239232419264.2472
8708186.042862659,2.313687788535117e-07,231059872406.1231
8712693.284342036,2.301170187472505e-07,232017067337.6905
8659968.879762352,2.315242213994592e-07,229677636166.407
8980080.005619923,2.353049852152585e-07,235609494249.6753
8832339.263960337,2.331782064398871e-07,233140167589.6147
9015844.032806011,2.35366095788298e-07,236506884881.5301
8926375.704442382,2.408265082872922e-07,230606902669.5476
9003737.720652509,2.372146185696728e-07,234960686603.93
9039548.779627638,2.372491779228022e-07,235872299967.1747
8900065.069876073,2.420756409475647e-07,229135539674.1228
8933873.689582983,2.421675529471578e-07,229947754219.9504
8977313.235206004,2.384234888117908e-07,233478567310.4382
8608412.83413844,2.314413449981213e-07,228364779195.9958
8766795.817230117,2.314364920031563e-07,232569628869.0119
8699951.400389416,2.31569010390317e-07,230708289936.144
9281745.516598035,2.30631912045487e-07,246802785648.8153
9609363.67987315,2.294043890948224e-07,256424872533.3571
9013664.609099399,2.294946200588704e-07,240465654344.8049
9696032.821548872,2.298711087214235e-07,258387291718.9692
9977185.602035906,2.288352901499885e-07,266681394596.7045
9920836.599677963,2.288906148756157e-07,265132503600.918
8882102.989092682,2.295514584682643e-07,236916750298.1465
9285434.288744645,2.298130381814849e-07,247487030493.6364
8936140.435094465,2.302621631869823e-07,237867403385.6332
8611780.473344892,2.309029490449585e-07,228809102388.723
8715079.447362263,2.298144691085381e-07,232284254325.6046
8768607.18251076,2.305453383772687e-07,233216738816.9932
8813287.660422657,2.312444603192207e-07,233932405726.8085
9082996.048696352,2.310735043290005e-07,241210212620.2845
8817822.016416473,2.299827268970168e-07,234908022635.4229
10226664.59517205,2.292937030360094e-07,272985299491.6844
10366068.34031895,2.285372813898708e-07,277316703977.8618
10343447.04995289,2.282519965177613e-07,276942051859.8076
9635204.070945637,2.298763156466481e-07,256762403337.1698
9934905.114830075,2.299452028506219e-07,264696066694.0078
9622170.279858252,2.301529851687339e-07,256209539979.3828
10442455.8706304,2.318164815686584e-07,276719507028.1883
10348251.27774873,2.316537787672982e-07,274351521592.0756
10242772.807524,2.305359013472987e-07,272432235897.3797
10189772.70892873,2.383994478617971e-07,265029570851.6036
9727790.528062323,2.370917255832332e-07,253943213991.5746
9767478.747249238,2.351490820987247e-07,256381656793.8114
9689409.77712295,2.301425404979884e-07,258007732054.7706
9914137.204081638,2.291571510950638e-07,264747976016.8346
9950325.587859059,2.299068430350739e-07,265136402759.1429
8952875.571991093,2.307743926775604e-07,237960097127.4195
9296842.069237363,2.307105488735809e-07,247148029279.4151
8954479.270420395,2.311303733598836e-07,237758282486.9345
9611965.31692536,2.300544076666968e-07,256010919498.0783
9899289.147708882,2.291247935214203e-07,264376359900.1121
9619243.920450157,2.301633204164892e-07,256123952194.6773
9063917.023212461,2.305966303505756e-07,241035281246.5325
9402791.00806056,2.304230519527134e-07,250172460694.597
9409989.993027847,2.305345147603772e-07,250283291558.8824
9713161.087442035,2.299420762110683e-07,258790477784.6158
10027359.31583837,2.29730522311737e-07,267325739905.3578
10001982.3377914,2.2901962565629e-07,267200715247.7509
10409169.17433554,2.277130264349877e-07,279141334256.4418
10398442.47587218,2.25967340065522e-07,280288004326.1722
10386500.87882631,2.274156913757093e-07,278776168024.4407
9160938.640645865,2.542561056258264e-07,228257845550.3753
9297239.660603136,2.565824540764789e-07,230251635172.1778
9120565.774486305,2.508546648019061e-07,229301550867.5451
9415335.384580579,2.435895347909197e-07,241395985866.0463
9721495.336103316,2.432931162605871e-07,249447903388.8135
10069899.97897131,2.4627570724193e-07,256297344759.9528
12119200.42256841,2.679869584959485e-07,291562407673.2391
12035257.11456357,2.633098084381823e-07,292961588177.5845
11351831.04585298,2.603177846327851e-07,278438974520.277
12378278.9049591,2.967121677821931e-07,278250973776.2978
12726831.22221096,2.952349745195603e-07,287039555352.0499
13197960.73889829,3.026948234369645e-07,292754448359.0676
11893107.53786008,3.045515033731772e-07,262737167764.3174
12170123.03929788,2.990349515013759e-07,272153339380.2031
12982994.61330909,3.050237680436175e-07,286518337421.471
11032853.73418151,2.826096706697825e-07,256190594408.277
11354081.50329852,2.724661718307558e-07,270153302398.9609
11672030.45143249,2.881382323637451e-07,267554639907.9061
9350058.763809107,2.505316004141744e-07,235273311468.6778
9008526.640187444,2.453935948627718e-07,229832593951.2755
9108347.961262656,2.466425382014717e-07,231594171838.0873
9256675.27805165,2.405038276575612e-07,239353822336.8152
9189746.858216977,2.446196723186488e-07,234950277178.3305
9551336.774339283,2.391491376136315e-07,247904805578.3007
9333808.604526738,2.33597309469323e-07,246082275262.6768
9292716.077791568,2.377307498147732e-07,242150718217.5446
9587946.158637337,2.363359488735027e-07,250825909305.7764
8991941.973998228,2.435266523759495e-07,230580457468.38
9051028.767749267,2.456818305334706e-07,230736297283.846
9117451.048580583,2.415974596915301e-07,235041850626.5011
9043849.330490135,2.364509057118175e-07,236515349196.0012
9000248.909312066,2.401992942249168e-07,232919957604.717
9166537.989349106,2.341921329362323e-07,241262861595.1756
8918481.592238149,2.451598851690939e-07,227679876636.9413
9051412.369146543,2.508584767164662e-07,227560649146.7239
8952325.140091831,2.453025208818863e-07,228455265775.4731
9033082.851013806,2.43748967676955e-07,231494567334.5347
8933675.951354561,2.424540908304955e-07,229761461233.3035
9046895.149448654,2.388883087990502e-07,234982918300.8594
9169438.330597494,2.511521009061406e-07,230348218104.3634
9346582.670488549,2.568776448409858e-07,231296278144.6488
9357644.038852004,2.554167805603769e-07,232452151273.658
8664389.59371897,2.332324613786548e-07,228671465489.515
8728562.279221525,2.334706280536113e-07,230208425188.279
8346181.19390687,2.332789275505922e-07,220244025139.9193
9007558.172231393,2.350292774302936e-07,236515222908.4888
8775600.621102162,2.329951230942573e-07,231763814283.2436
8996033.923218707,2.337650955498742e-07,237063472091.328
7825254.784573501,2.365399252608264e-07,204595235832.6158
8017124.807279181,2.354774983880429e-07,210241785230.4532
7995127.911714813,2.356252903655376e-07,209577255017.8509
7432778.598624297,2.406149570505875e-07,192133362356.6122
7661455.834462506,2.39148445189143e-07,198853357399.8641
7124565.144041764,2.41671142048456e-07,183629238078.5662
8805432.799369674,2.407274784085668e-07,227544807359.5146
9046469.442596892,2.429699587620646e-07,232332910992.6846
9665309.720351307,2.44279899497849e-07,247337872164.8751
8276070.281843915,2.360266823146023e-07,216695604575.8411
8457331.793579383,2.379055798525763e-07,220274191997.5002
8664771.093528163,2.370275958168127e-07,226233971566.8451
7858821.781398463,2.40843829134104e-07,203017632031.7672
8592799.098392695,2.421072339985295e-07,221205615286.1101
8357925.378166583,2.398830377419036e-07,216487153154.1907
8070601.608821659,2.348875048246263e-07,211998424459.4016
8037657.668535405,2.341805214063302e-07,211557775982.5411
8048531.421697356,2.350355219100807e-07,211329913154.3074
9873062.358275734,2.438093607162609e-07,252979286217.5009
9642423.214323454,2.4195501706373e-07,248330331274.7998
9217775.114388656,2.393796495755759e-07,239093603313.0217
8405932.027889304,2.38925508788777e-07,218311959399.7176
8417447.850345606,2.415449906024381e-07,217027654926.1113
8524595.972803075,2.393750554717432e-07,221116529795.5979
8477504.664628647,2.340207299303064e-07,223236472328.9686
